Book,Chapter,Verse,ASY,TRL,ENG
,,27,”ܣܵܒܵܒ ܕܵܐܟ݂ܝܼ ܒܸܪܩܵܐ ܡܵܚܹܐ ܡ̣ܢ ܡܲܕܢܚܵܐ ܘܦܵܐܹܫ ܚܸܙܝܵܐ ܗܲܠ ܡܲܥܪܒ݂ܵܐ، ܗܲܕܟ݂ܵܐ ܒܸܬ ܗܵܘܝܵܐ ܐ݇ܬܵܝܬܵܐ ܕܒܪܘܿܢܵܐ ܕܐ݇ܢܵܫܵܐ.,"”Sabab dakhee birqa makhe min madnkha o paesh khizya hal ma'rwa, hadkha bit hawya tayta dbroona dnasha.","For as the lightning cometh forth from the east, and is seen even unto the west; so shall be the coming of the Son of man."
,,28,”ܐܲܝܟܵܐ ܕܝܼܠܵܗ̇ ܫܠܲܕܵܐ، ܬܵܡܵܐ ܒܸܬ ܓ̰ܵܡܥܝܼ ܢܸܫܪܹ̈ܐ.,"”Ayka deelaha shlada, tama bit jam'ee nishre.","Wheresoever the carcase is, there will the eagles be gathered together."
,,29,”ܘܒܓ̰ܲܠܕܘܼܬܵܐ ܡ̣ܢ ܒܵܬ݇ܪ ܐܘܼܠܨܵܢܵܐ ܕܐܵܢܝܼ ܝܵܘܡܵܢܹ̈ܐ، ܒܸܬ ܚܵܒܹܐ ܫܸܡܫܵܐ، ܘܣܲܗܪܵܐ ܠܹܐ ܝܲܗ݇ܒܸܠ ܒܲܗܪܹܗ، ܘܟܵܘܟ݂ܒܹ̈ܐ ܒܸܬ ܢܵܦܠܝܼ ܡ̣ܢ ܫܡܲܝܵܐ، ܘܚܲܝܠܵܘܵܬܹ̈ܐ ܕܫܡܲܝܵܐ ܒܸܬ ܦܵܝܫܝܼ ܫܥܝܼܫܹܐ.,"”O bjaldoeta min bar oelṣana danee yawmane, bit khabe shimsha, o sahra le yabil bahreh, o kawkhbe bit naplee min shmaya, o khaylawate dshmaya bit payshee sh'eeshe.","But immediately, after the tribulation of those days, the sun shall be darkened, and the moon shall not give her light, and the stars shall fall from heaven, and the powers of the heavens shall be shaken:"
,,30,”ܗ̇ܝܓܵܗ ܒܸܬ ܦܵܐܹܫ ܚܸܙܝܵܐ ܢܝܼܫܲܢܩܵܐ ܕܒܪܘܿܢܵܐ ܕܐ݇ܢܵܫܵܐ ܒܫܡܲܝܵܐ، ܘܒܸܬ ܥܵܒ݂ܕܝܼ ܬܵܥܙܝܼ ܟܠܲܝܗܝ ܫܲܒ݂ܛܹ̈ܐ ܕܐܲܪܥܵܐ، ܘܒܸܬ ܚܵܙܝܼ ܒܪܘܿܢܵܐ ܕܐ݇ܢܵܫܵܐ ܒܹܐܬܵܝܵܐ ܥܲܠ ܥܢܵܢܹ̈ܐ ܕܫܡܲܝܵܐ ܥܲܡ ܚܲܝܠܵܐ ܘܚܸܩܪܵܐ ܓܘܼܪܵܐ.,"”Haygah bit paesh khizya neeshanqa dbroona dnasha bshmaya, o bit 'awdee ta'zee klayhy shawṭe dar'a, o bit khazee broona dnasha betaya 'al 'nane dshmaya 'am khayla o khiqra goera.","and then shall appear the sign of the Son of man in heaven: and then shall all the tribes of the earth mourn, and they shall see the Son of man coming on the clouds of heaven with power and great glory."
,,31,”ܒܸܬ ܫܲܕܸܪ ܡܲܠܲܐܟ݂ܘܼ̈ܗܝ ܒܩܵܠܵܐ ܪܵܡܵܐ ܕܫܝܼܦܘܿܪܵܐ، ܘܒܸܬ ܓ̰ܲܡܥܝܼ ܠܓܘܼܒܝܹ̈ܐ ܕܝܼܹܗ ܡ̣ܢ ܐܲܪܒܥܵܐ ܓܹܒܵܢܹ̈ܐ ܕܕܘܼܢܝܹܐ، ܡ̣ܢ ܚܲܕ ܓܹܒܵܐ ܕܫܡܲܝܵܐ ܠܗ̇ܘ ܐ݇ܚܹܪ݇ܢܵܐ.“,"”Bit shadir malakhoehy bqala rama dsheepoora, o bit jam'ee lgoebye dee-eh min arb'a gebane ddoenye, min khad geba dshmaya lhaw khena.“","And he shall send forth his angels with a great sound of a trumpet, and they shall gather together his elect from the four winds, from one end of heaven to the other."
,,32,”ܡ̣ܢ ܐܝܼܠܵܢܵܐ ܕܬܹܐܢܹ̈ܐ ܝ݇ܠܘܿܦܘܼܢ ܡܲܬܠܵܐ. ܐܝܼܡܲܢ ܕܟܹܐ ܪܵܟܟ݂ܝܼ ܦܲܥܘܵܢܘܼ̈ܗܝ ܘܒܲܪܛܸܢܝܼ ܛܲܪ̈ܦܘܼܗܝ، ܟܹܐ ܝܵܕܥܝܼܬܘܿܢ ܕܡܛܹܐ ܠܹܗ ܩܲܝܛܵܐ.,"”Min eelana dtene loopoen matla. Eeman dke rakkhee pa'wanoehy o barṭinee ṭarpoehy, ke yad'eetoon dmṭe-leh qayṭa.","Now from the fig tree learn her parable: when her branch is now become tender, and putteth forth its leaves, ye know that the summer is nigh;"
,,33,”ܗܲܕܟ݂ܵܐ ܐܘܼܦ ܐܲܚܬܘܿܢ، ܐܝܼܡܲܢ ܕܚܵܙܹܝܬܘܿܢ ܐܲܢܹܐ ܟܠܲܝܗܝ، ܝ݇ܕܸܥܡܘܼܢ ܕܡܛܹܐ ܠܵܗ̇ ܥܕܵܢܵܐ، ܘܩܵܕ݇ܡ ܬܲܪܥܵܐ ܝܠܵܗ̇.,"”Hadkha oep akhtoon, eeman dkhazeytoon ane klayhy, di'moen dmṭe-laha 'dana, o qam tar'a-ylaha.","even so ye also, when ye see all these things, know ye that he is nigh, even at the doors."
,,34,”ܬܪܘܼܨܵܐ ܒܹܐܡܵܪܵܐ ܝܘܸܢ ܐܸܠܵܘܟ݂ܘܿܢ، ܠܹܐ ܥܵܒܹܪ ܐܵܗܵܐ ܕܵܘܪܵܐ ܗܲܠ ܕܟܠܲܝܗܝ ܐܲܢܹܐ ܗܵܘܝܼ.,"”Troeṣa bemara ywin ilawkhoon, le 'aber aha dawra hal dklayhy ane hawee.","Verily I say unto you, This generation shall not pass away, till all these things be accomplished."
,,35,”ܫܡܲܝܵܐ ܘܐܲܪܥܵܐ ܒܸܬ ܥܵܒ݂ܪܝܼ، ܐܝܼܢܵܐ ܗܹܡܸܙܡܵܢܝܼ̈ ܠܹܐ ܥܵܒ݂ܪܝܼ.,"”Shmaya o ar'a bit 'awree, eena hemizmanee le 'awree.","Heaven and earth shall pass away, but my words shall not pass away."
,,36,”ܐܝܼܢܵܐ ܠܗ̇ܘ ܝܵܘܡܵܐ ܘܠܗ̇ܝ ܣܵܥܲܬ ܐܘܼܦ ܚܲܕ ܐ݇ܢܵܫܵܐ ܠܹܐ ܝܵܕܹܥ، ܘܐܘܼܦ ܠܵܐ ܡܲܠܲܐܟܹ̈ܐ ܕܫܡܲܝܵܐ، ܐܸܠܵܐ ܒܵܒܵܐ ܒܢܲܦ̮ܫܹܗ.,"”Eena lhaw yawma o lhay sa'at oep khad nasha le yade', o oep la malake dshmaya, ila baba bnawsheh.","But of that day and hour knoweth no one, not even the angels of heaven, neither the Son, but the Father only."
,,37,”ܕܵܐܟ݂ܝܼ ܕܝܼܗ݇ܘܵܐ ܒܝܵܘܡܵܢܹ̈ܐ ܕܢܘܿܚ، ܗܲܕܟ݂ܵܐ ܒܸܬ ܗܵܘܝܵܐ ܐ݇ܬܵܝܬܵܐ ܕܒܪܘܿܢܵܐ ܕܐ݇ܢܵܫܵܐ.,"”Dakhee deewa byawmane dnookh, hadkha bit hawya tayta dbroona dnasha.","And as were the days of Noah, so shall be the coming of the Son of man."
,,38,”ܣܵܒܵܒ ܕܵܐܟ݂ܝܼ ܕܝܼܗ݇ܘܵܐ ܒܝܵܘܡܵܢܹ̈ܐ ܕܩܵܕ݇ܡ ܛܵܘܦܵܢܵܐ، ܐ݇ܢܵܫܹ̈ܐ ܒܹܐܟ݂ܵܠܵܐ ܘܒܸܫܬܵܝܵܐ، ܒܸܓܒ݂ܵܪܵܐ ܘܡܲܓܒ݂ܘܼܪܹܐ، ܗܲܠ ܝܵܘܡܵܐ ܕܥܒ݂ܝܼܪܹܗ ܢܘܿܚ ܠܩܹܒ݂ܘܼܬܵܐ،,"”Sabab dakhee deewa byawmane dqam ṭawpana, nashe bekhala o bishtaya, bigwara o magwoere, hal yawma d'weereh nookh lqewoeta,","For as in those days which were before the flood they were eating and drinking, marrying and giving in marriage, until the day that Noah entered into the ark,"
,,39,”ܘܐ݇ܢܵܫܹ̈ܐ ܠܵܐ ܝ݇ܕܝܼܥ ܠܗܘܿܢ ܗܲܠ ܕܐ݇ܬܹܐ ܠܹܗ ܛܵܘܦܵܢܵܐ ܘܩܛܝܼܠ ܠܹܗ ܠܟܠܲܝܗܝ. ܗܲܕܟ݂ܵܐ ܒܸܬ ܗܵܘܝܵܐ ܐ݇ܬܵܝܬܵܐ ܕܒܪܘܿܢܵܐ ܕܐ݇ܢܵܫܵܐ.,”O nashe la dee' lhoon hal dte-leh ṭawpana o qṭeel-leh lklayhy. Hadkha bit hawya tayta dbroona dnasha.,"and they knew not until the flood came, and took them all away; so shall be the coming of the Son of man."
,,40,”ܒܗ̇ܘ ܝܵܘܡܵܐ ܐܸܢ ܬܪܹܝ ܗܵܘܝܼ ܒܚܲܩܠܵܐ، ܚܲܕ ܒܸܬ ܦܵܐܹܫ ܠܘܼܒܠܵܐ ܘܗ̇ܘ ܐ݇ܚܹܪ݇ܢܵܐ ܒܸܬ ܦܵܐܹܫ ܫܒ݂ܝܼܩܵܐ.,"”Bhaw yawma in trey hawee bkhaqla, khad bit paesh loebla o haw khena bit paesh shweeqa.","Then shall two men be in the field; one is taken, and one is left:"
,,41,”ܘܐܸܢ ܬܲܪܬܹܝ ܒܲܟ݂ܬܵܬܹ̈ܐ ܗܵܘܝܼ ܒܸܓܪܵܣܵܐ ܒܓܵܪܘܿܣܬܵܐ، ܚܕܵܐ ܒܸܬ ܦܵܝܫܵܐ ܠܘܼܒܸܠܬܵܐ ܘܗ̇ܝ ܐ݇ܚܹܪ݇ܬܵܐ ܒܸܬ ܦܵܝܫܵܐ ܫܒ݂ܝܼܩܬܵܐ.,"”O in tartey bakhtate hawee bigrasa bgaroosta, khda bit paysha loebilta o hay kheta bit paysha shweeqta.","two women shall be grinding at the mill; one is taken, and one is left."
,,42,”ܒܘܼܬ ܐܵܗܵܐ ܗܘܹܝܡܘܼܢ ܪܥܝܼܫܹܐ، ܣܵܒܵܒ ܠܹܐ ܝܵܕܥܝܼܬܘܿܢ ܒܐܲܝܢܝܼ ܝܵܘܡܵܐ ܒܸܬ ܐܵܬܹܐ ܡܵܪܵܘܟ݂ܘܿܢ.,"”Boet aha hweymoen r'eeshe, sabab le yad'eetoon baynee yawma bit ate marawkhoon.",Watch therefore: for ye know not on what day your Lord cometh.
,,43,”ܐܝܼܢܵܐ ܝ݇ܕܸܥܡܘܼܢ ܐܵܗܵܐ، ܕܐܸܢ ܝܵܕܹܥ ܗ݇ܘܵܐ ܡܵܪܵܐ ܕܒܲܝܬܵܐ ܒܐܲܝܢܝܼ ܥܕܵܢܵܐ ܒܸܬ ܐܵܬܹܐ ܗ݇ܘܵܐ ܓܹܢܵܒ݂ܵܐ، ܒܸܬ ܦܵܐܹܫ ܗ݇ܘܵܐ ܪܥܝܼܫܵܐ ܘܠܹܐ ܫܵܒܹܩ ܗ݇ܘܵܐ ܕܦܵܐܹܫ ܗ݇ܘܵܐ ܣܠܝܼܒܵܐ ܒܲܝܬܹܗ.,"”Eena di'moen aha, din yade' wa mara dbayta baynee 'dana bit ate wa genawa, bit paesh wa r'eesha o le shabeq wa dpaesh wa sleeba bayteh.","But know this, that if the master of the house had known in what watch the thief was coming, he would have watched, and would not have suffered his house to be broken through."
,,44,”ܗܲܕܟ݂ܵܐ ܐܘܼܦ ܐܲܚܬܘܿܢ ܗܘܹܝܡܘܼܢ ܗܕܝܼܪܹܐ، ܣܵܒܵܒ ܒܣܵܥܲܬ ܕܠܹܐ ܣܵܦܪܝܼܬܘܿܢ ܒܸܬ ܐܵܬܹܐ ܒܪܘܿܢܵܐ ܕܐ݇ܢܵܫܵܐ.,"”Hadkha oep akhtoon hweymoen hdeere, sabab bsa'at dle sapreetoon bit ate broona dnasha.",Therefore be ye also ready: for in an hour that ye think not the Son of man cometh.
,,45,”ܡܵܢܝܼ ܝܠܹܗ ܪܹܓܵܐ ܡܗܘܼܡܢܵܐ ܘܚܲܟܝܼܡܵܐ ܕܡܵܪܹܗ ܥܵܒܹܕ ܠܹܗ ܡܕܲܒܪܵܢܵܐ ܥܲܠ ܒܢܲܝ̈ ܒܲܝܬܹܗ ܕܝܲܗ݇ܒܸܠ ܠܗܘܿܢ ܡܹܐܟ݂ܘܼܠܬܵܐ ܒܥܕܵܢܘܼܗ̇؟,”Manee-yleh rega mhoemna o khakeema dmareh 'abed-leh mdabrana 'al bnay bayteh dyabil-lhoon mekhoelta b'danoeha?,"Who then is the faithful and wise servant, whom his lord hath set over his household, to give them their food in due season?"
,,46,”ܛܘܼܒ݂ܵܐ ܠܗ̇ܘ ܪܹܓܵܐ ܐܝܼܡܲܢ ܕܐܵܬܹܐ ܡܵܪܹܗ ܘܚܵܙܹܐ ܠܹܗ ܒܸܥܒ݂ܵܕܵܐ ܗܲܕܟ݂ܵܐ.,”Ṭoewa lhaw rega eeman date mareh o khaze-leh bi'wada hadkha.,"Blessed is that servant, whom his lord when he cometh shall find so doing."
,,47,”ܬܪܘܼܨܵܐ ܒܹܐܡܵܪܵܐ ܝܘܸܢ ܐܸܠܵܘܟ݂ܘܿܢ، ܒܸܬ ܥܵܒܹܕ ܠܹܗ ܡܕܲܒܪܵܢܵܐ ܥܲܠ ܟܠ ܡܸܢܕܝܼ ܕܐܝܼܬ ܠܹܗ.,"”Troeṣa bemara ywin ilawkhoon, bit 'abed-leh mdabrana 'al kl mindee deet-leh.","Verily I say unto you, that he will set him over all that he hath."
,,48,”ܐܝܼܢܵܐ ܐܸܢ ܗܵܘܹܐ ܪܹܓܵܐ ܒܝܼܫܵܐ، ܘܐܵܡܹܪ ܒܠܸܒܹܗ، ’ܡܵܪܝܼ ܥܲܪܩܘܼܠܹܐ ܝܠܹܗ ܠܹܐܬܵܝܵܐ،‘,"”Eena in hawe rega beesha, o amer blibeh, ’maree 'arqoele-yleh letaya,‘","But if that evil servant shall say in his heart, My lord tarrieth;"
,,49,”ܘܫܲܪܹܐ ܠܸܡܚܵܝܵܐ ܠܚܲܒ݂ܪ̈ܵܘܵܬܹܗ ܒܪܹܓܘܼܬܵܐ، ܘܗܵܘܹܐ ܒܹܐܟ݂ܵܠܵܐ ܘܒܸܫܬܵܝܵܐ ܥܲܡ ܪ̈ܵܘܵܝܹܐ،,"”O share limkhaya lkhawrawateh bregoeta, o hawe bekhala o bishtaya 'am rawaye,","and shall begin to beat his fellow-servants, and shall eat and drink with the drunken;"
,,50,”ܒܸܬ ܐܵܬܹܐ ܡܵܪܵܐ ܕܗ̇ܘ ܪܹܓܵܐ ܒܝܵܘܡܵܐ ܕܠܹܐ ܣܵܦܹܪ، ܘܒܣܵܥܲܬ ܕܠܹܐ ܝܵܕܹܥ،,"”Bit ate mara dhaw rega byawma dle saper, o bsa'at dle yade',","the lord of that servant shall come in a day when he expecteth not, and in an hour when he knoweth not,"
,,51,”ܒܸܬ ܥܵܒܹܕ ܠܹܗ ܬܪܹܝ ܩܸܛܥܵܛܹ̈ܐ ܘܒܸܬ ܚܲܫܒܸܢܹܗ ܐܲܝܟ݂ ܡܲܫܦܸܪܵܢܵܐ، ܬܵܡܵܐ ܒܸܬ ܗܵܘܹܐ ܒܸܟ݂ܝܵܐ ܘܚܲܪܚܲܟ̰ܬܵܐ ܕܟܹܟܹ̈ܐ.,"”Bit 'abed-leh trey qiṭ'aṭe o bit khashbineh aykh mashpirana, tama bit hawe bikhya o kharkhachta dkeke.","and shall cut him asunder, and appoint his portion with the hypocrites: there shall be the weeping and gnashing of teeth."
,25.0,1,”ܗ̇ܝܓܵܗ ܒܸܬ ܦܵܝܫܵܐ ܕܘܼ݂ܡܝܼܬܵܐ ܡܲܠܟܘܼܬܵܐ ܕܫܡܲܝܵܐ ܠܥܣܲܪ ܒܬܘܼܠܵܬܹ̈ܐ ܕܫܩܝܼܠ ܠܗܘܿܢ ܠܲܡܦܹܝܕܲܝ̈ܗܝ ܘܦܠܝܼܛ ܠܗܘܿܢ ܠܐܘܼܪܚܵܐ ܕܚܸܬܢܵܐ.,”Haygah bit paysha doe݂meeta malkoeta dshmaya l'sar btoelate dshqeel-lhoon lampeydayhy o pleeṭ-lhoon loerkha dkhitna.,"Then shall the kingdom of heaven be likened unto ten virgins, which took their lamps, and went forth to meet the bridegroom."
,,2,”ܚܲܡܸܫ ܡ̣ܢ ܐܲܢܹܐ ܒܬܘܼܠܵܬܹ̈ܐ ܗܵܘܢܵܢܹ̈ܐ ܝܗ݇ܘܵܘ، ܘܚܲܡܸܫ ܡܸܢܲܝܗܝ ܣܲܟ݂ܠܹ̈ܐ.,"”Khamish min ane btoelate hawnane ywaw, o khamish minayhy sakhle.","And five of them were foolish, and five were wise."
,,3,”ܐܵܢܝܼ ܚܲܡܸܫ ܣܲܟ݂ܠܹ̈ܐ ܫܩܝܼܠ ܠܗܘܿܢ ܠܲܡܦܹܝܕܲܝ̈ܗܝ، ܐܝܼܢܵܐ ܠܵܐ ܫܩܝܼܠ ܠܗܘܿܢ ܥܲܡܲܝܗܝ ܡܸܫܚܵܐ.,"”Anee khamish sakhle shqeel-lhoon lampeydayhy, eena la shqeel-lhoon 'amayhy mishkha.","For the foolish, when they took their lamps, took no oil with them:"
,,4,”ܐܝܼܢܵܐ ܐܵܢܝܼ ܚܲܡܸܫ ܗܵܘܢܵܢܹ̈ܐ ܫܩܝܼܠ ܠܗܘܿܢ ܠܲܡܦܹܝܕܲܝ̈ܗܝ ܘܐܘܼܦ ܡܸܫܚܵܐ ܥܲܡܲܝܗܝ ܓܵܘ ܡܵܐܢܹ̈ܐ.,”Eena anee khamish hawnane shqeel-lhoon lampeydayhy o oep mishkha 'amayhy gaw mane.,but the wise took oil in their vessels with their lamps.
,,5,”ܘܟܲܕ ܥܘܼܪܩܸܠ ܠܹܗ ܚܸܬܢܵܐ، ܕܡܝܼܟ݂ ܠܗܘܿܢ ܟܠܲܝܗܝ ܘܛܠܝܼܥ ܠܗܘܿܢ.,"”O kad 'oerqil-leh khitna, dmeekh-lhoon klayhy o ṭlee' lhoon.","Now while the bridegroom tarried, they all slumbered and slept."
,,6,”ܘܒܦܲܠܓܵܐ ܕܠܲܝܠܹܐ ܗܘܹܐ ܠܵܗ̇ ܡܲܩܘܲܚܬܵܐ، ’ܗܵܐ ܚܸܬܢܵܐ ܒܹܐܬܵܝܵܐ ܝܠܹܗ، ܦܠܘܿܛܘܼܢ ܠܐܘܼܪܚܹܗ.‘,"”O bpalga dlayle hwe-laha maqwakhta, ’ha khitna betaya-yleh, plooṭoen loerkheh.‘","But at midnight there is a cry, Behold, the bridegroom! Come ye forth to meet him."
,,7,”ܗ̇ܝܓܵܗ ܩܝܼܡ ܠܗܘܿܢ ܟܠܲܝܗܝ ܐܵܢܝܼ ܒܬܘܼܠܵܬܹ̈ܐ ܘܗܘܼܕܸܪܗܘܿܢ ܠܲܡܦܹܝܕܲܝ̈ܗܝ.,”Haygah qeem-lhoon klayhy anee btoelate o hoedirhoon lampeydayhy.,"Then all those virgins arose, and trimmed their lamps."
,,8,”ܐ݇ܡܝܼܪܗܘܿܢ ܐܵܢܝܼ ܒܬܘܼܠܵܬܹ̈ܐ ܣܲܟ݂ܠܹ̈ܐ ܠܐܵܢܝܼ ܗܵܘܢܵܢܹ̈ܐ، ’ܗܲܒ݂݇ܠܘܼܢ ܠܲܢ ܡ̣ܢ ܡܸܫܚܵܘܟ݂ܘܿܢ، ܣܵܒܵܒ ܠܲܡܦܹܝܕܲܢ̈ ܒܸܟ̰ܡܵܥܵܐ ܝܢܵܐ.‘“,"”meerhoon anee btoelate sakhle lanee hawnane, ’haloen lan min mishkhawkhoon, sabab lampeydan bichma'a yna.‘“","And the foolish said unto the wise, Give us of your oil; for our lamps are going out."
,,9,”ܓ̰ܘܼܘܸܒ ܠܗܘܿܢ ܐܵܢܝܼ ܗܵܘܢܵܢܹ̈ܐ ܘܐ݇ܡܝܼܪܗܘܿܢ، ’ܠܵܐ. ܣܵܒܵܒ ܠܹܐ ܡܵܠܹܐ ܐܸܠܲܢ ܘܐܸܠܵܘܟ݂ܘܿܢ. ܙܹܠ݇ܡܘܼܢ ܠܟܸܣ ܙܲܒܢܵܢܹ̈ܐ ܘܙܒ݂ܘܿܢܘܼܢ ܠܵܘܟ݂ܘܿܢ.‘,"”Joewib-lhoon anee hawnane o meerhoon, ’la. Sabab le male ilan o ilawkhoon. Zemoen lkis zabnane o zwoonoen lawkhoon.‘","But the wise answered, saying, Peradventure there will not be enough for us and you: go ye rather to them that sell, and buy for yourselves."
,,10,”ܘܟܲܕ ܐ݇ܙܝܼܠ ܠܗܘܿܢ ܠܸܙܒ݂ܵܢܵܐ، ܐ݇ܬܹܐ ܠܹܗ ܚܸܬܢܵܐ. ܘܐܵܢܝܼ ܕܗܕܝܼܪܹܐ ܝܗ݇ܘܵܘ ܥܒ݂ܝܼܪܗܘܿܢ ܥܲܡܹܗ ܠܒܹܝܬ ܚܠܘܼܠܵܐ، ܘܦܝܼܫ ܠܹܗ ܕܒ݂ܝܼܪܵܐ ܬܲܪܥܵܐ.,"”O kad zeel-lhoon lizwana, te-leh khitna. O anee dhdeere ywaw 'weerhoon 'ameh lbeyt khloela, o peesh-leh dweera tar'a.","And while they went away to buy, the bridegroom came; and they that were ready went in with him to the marriage feast: and the door was shut."
,,11,”ܒܚܲܪܬܵܐ ܐ݇ܬܹܐ ܠܗܘܿܢ ܐܘܼܦ ܐܵܢܝܼ ܒܬܘܼܠܵܬܹ̈ܐ ܐ݇ܚܹܪ̈݇ܢܹܐ، ܘܐ݇ܡܝܼܪܗܘܿܢ، ’ܡܵܪܲܢ، ܡܵܪܲܢ، ܦܬܘܿܚ ܐܸܠܲܢ ܬܲܪܥܵܐ.‘,"”Bkharta te-lhoon oep anee btoelate khene, o meerhoon, ’Maran, Maran, ptookh ilan tar'a.‘","Afterward come also the other virgins, saying, Lord, Lord, open to us."
,,12,”ܐܝܼܢܵܐ ܚܸܬܢܵܐ ܓ̰ܘܼܘܸܒ ܠܹܗ ܘܐ݇ܡܝܼܪܹܗ ܐܸܠܲܝܗܝ، ’ܬܪܘܼܨܵܐ ܒܹܐܡܵܪܵܐ ܝܘܸܢ ܐܸܠܵܘܟ݂ܘܿܢ، ܠܹܐ ܝܵܕܥܹܢܵܘܟ݂ܘܿܢ.‘,"”Eena khitna joewib-leh o meereh ilayhy, ’troeṣa bemara ywin ilawkhoon, le yad'enawkhoon.‘","But he answered and said, Verily I say unto you, I know you not."
,,13,”ܗܲܕܟ݂ܵܐ ܦܘܼܫܘܼܢ ܪܥܝܼܫܹܐ، ܣܵܒܵܒ ܠܹܐ ܝܵܕܥܝܼܬܘܿܢ ܠܗ̇ܘ ܝܵܘܡܵܐ ܘܠܵܐ ܠܗ̇ܝ ܣܵܥܲܬ.“,"”Hadkha poeshoen r'eeshe, sabab le yad'eetoon lhaw yawma o la lhay sa'at.“","Watch therefore, for ye know not the day nor the hour."
,,14,”ܟܹܐ ܕܵܡܝܵܐ ܡܲܠܟܘܼܬܵܐ ܕܫܡܲܝܵܐ ܠܐ݇ܢܵܫܵܐ ܒܹܐܙܵܠܵܐ ܒܣܵܦܵܪ، ܘܩܪܹܐ ܠܹܗ ܠܪܹ̈ܓܵܘܵܬܹܗ ܘܣܘܼܦܹܐ ܠܹܗ ܐܸܠܲܝܗܝ ܡܸܢܕܝܼܹܗ.,"”Ke damya malkoeta dshmaya lnasha bezala bsapar, o qre-leh lregawateh o soepe-leh ilayhy mindee-eh.","For it is as when a man, going into another country, called his own servants, and delivered unto them his goods."
,,15,”ܠܚܲܕ ܡܸܢܲܝܗܝ ܝܘܼܗ݇ܒܸܠ ܠܹܗ ܚܲܡܫܵܐ ܟܲܟܪܹ̈ܐ، ܘܠܗ̇ܘ ܐ݇ܚܹܪ݇ܢܵܐ ܬܪܹܝ، ܘܠܗ̇ܘ ܐ݇ܚܹܪ݇ܢܵܐ ܚܲܕ ܟܲܟܪܵܐ، ܠܟܠ ܚܲܕ ܡܸܢܲܝܗܝ ܝܘܼܗ݇ܒܸܠ ܠܹܗ ܐܲܝܟ݂ ܡܨܵܝܬܹܗ، ܘܫܒ݂ܝܼܩ ܠܹܗ ܘܐ݇ܙܝܼܠ ܠܹܗ.,"”Lkhad minayhy yoebil-leh khamsha kakre, o lhaw khena trey, o lhaw khena khad kakra, lkl khad minayhy yoebil-leh aykh mṣayteh, o shweeq-leh o zeel-leh.","And unto one he gave five talents, to another two, to another one; to each according to his several ability; and he went on his journey."
,,16,”ܐ݇ܙܝܼܠ ܠܹܗ ܗ̇ܘ ܕܫܩܝܼܠ ܠܹܗ ܚܲܡܫܵܐ ܟܲܟܪܹ̈ܐ ܘܦܠܝܼܚ ܠܹܗ ܒܝܼܲܝܗܝ، ܘܡܘܼܙܝܸܕ ܠܹܗ ܥܲܠܲܝܗܝ ܚܲܡܫܵܐ ܟܲܟܪܹ̈ܐ ܐ݇ܚܹܪ̈݇ܢܹܐ.,"”zeel-leh haw dshqeel-leh khamsha kakre o pleekh-leh bee-ayhy, o moezyid-leh 'alayhy khamsha kakre khene.","Straightway he that received the five talents went and traded with them, and made other five talents."
,,17,”ܗܲܕܟ݂ܵܐ ܐܘܼܦ ܗ̇ܘ ܕܫܩܝܼܠ ܠܹܗ ܬܪܹܝ ܟܲܟܪܹ̈ܐ، ܦܠܝܼܚ ܠܹܗ ܒܝܼܲܝܗܝ ܘܩܢܹܐ ܠܹܗ ܬܪܹܝ ܟܲܟܪܹ̈ܐ ܐ݇ܚܹܪ̈݇ܢܹܐ.,"”Hadkha oep haw dshqeel-leh trey kakre, pleekh-leh bee-ayhy o qne-leh trey kakre khene.",In like manner he also that received the two gained other two.
,,18,”ܐܝܼܢܵܐ ܗ̇ܘ ܕܫܩܝܼܠ ܠܹܗ ܚܲܕ ܟܲܟܪܵܐ ܐ݇ܙܝܼܠ ܠܹܗ ܘܚܦܝܼܪܹܗ ܐܲܪܥܵܐ ܘܛܘܼܫܹܐ ܠܹܗ ܙܘܼܙܵܐ ܕܡܵܪܹܗ.,”Eena haw dshqeel-leh khad kakra zeel-leh o khpeereh ar'a o ṭoeshe-leh zoeza dmareh.,"But he that received the one went away and digged in the earth, and hid his lord’s money."
,,19,”ܡ̣ܢ ܒܵܬ݇ܪ ܚܲܕ ܙܲܒ݂ܢܵܐ ܝܲܪܝܼܟ݂ܵܐ، ܕܝܼܪܹܗ ܡܵܪܵܐ ܕܐܵܢܝܼ ܪܹ̈ܓܵܘܵܬܹܐ، ܘܫܩܝܼܠ ܠܹܗ ܚܸܫܒܘܼܢܵܐ ܡܸܢܲܝܗܝ.,"”Min bar khad zawna yareekha, deereh mara danee regawate, o shqeel-leh khishboena minayhy.","Now after a long time the lord of those servants cometh, and maketh a reckoning with them."
